@relation tache2.2

@attribute _text string
@attribute _class {DEPLAISIR, DERANGEMENT, MEPRIS, SURPRISE_NEGATIVE, PEUR, COLERE, ENNUI, TRISTESSE, PLAISIR, APAISEMENT, AMOUR, SURPRISE_POSITIVE, SATISFACTION, INSATISFACTION, ACCORD, VALORISATION, DESACCORD, DEVALORISATION, INSTRUCTION}

@data
'@danypriou14 les sarkolatres qui parlent d\'écologie alors que leur racaille veut relancer le débat sur le gaz de schiste. Ils osent tout...',DEVALORISATION
'L\'auxois avec #PatrickMolinoz et #françoispatriat se couvre d\'éoliennes. Un lien a méditer (nouvelObs) http//t.co/gC40G8Zz6A #resistance',VALORISATION
'@RoyalSegolene dommage qu\'il soit plus facile de mettre à mort des espèces protégées que de mener de vraies réformes.',TRISTESSE
'Sciences le manchot empereur victime du réchauffement climatique -http//t.co/N9K4zFCxx6 #ClimateChange',DEVALORISATION
'.@CecileDuflot \"Agir pour notre pays pour nos enfants voilà ce que c\'est l\'écologie\" #RTLMatin',VALORISATION
'#AgenceEcofin - CCDA le changement climatique comme opportunité de développement pour l’agri... http//t.co/lKAuKRuMBL - @agenceecofin',VALORISATION
'Finalement gouvernement Valls ou Ayrault c\'est du pareil au même...Taxe poids lourds enterrée et recul honteux! Zéro conviction écologiste !',DEVALORISATION
'“@Limportant_fr Changement climatique les compagnies pétrolières pourraient être poursuivies bonne nouvelle !',VALORISATION
'Focaliser tout le débat autour de l\'écologie sur qui va payer l\'écotaxe c\'est une vision bien rabougrie du débat sur l\'environnement !',DEVALORISATION
'Une cellule solaire capable de stocker son énergie ! - L\'énergie d\'avancer | @scoopit http//t.co/R3YlQ1SkXQ',VALORISATION
'L\'abandon de l\'écotaxe oblige contribuable à débourser 1 Md€ pour dédommager Ecomouv. En + de hausse du gazole. C\'est ça l\'écologie punitive',DEVALORISATION
'@RTLFrance L\'Ecologie quelle mafia! l\'argent sale des énergies propres.',DEVALORISATION
'@RTL_presse @CecileDuflot @jmaphatie @RTLFrance elle a refusé l\'écologie et était au logement hein',DESACCORD
'L\'appel d\'air de l\'énergie solaire Alors que la tendance va vers l\'autoconsommation les vastes toitures pouv... http//t.co/mHKo9rixgE',VALORISATION
'Suppression de #Ecotaxe le mot écologie de #SegoleneRoyal rime avec démagogie La menace des routiers va coûter plusieurs milliards € merci',DEVALORISATION
'Dans LeGuardian des associations écologistes remportent la gestion du .eco - http//t.co/joo3wnWUL3',VALORISATION
'En parlant d\'écologie punitive Royal croit avoir trouvé 1bon mot &dessert l\'écologie en sciant la branche sur laquelle elle est assise @EELV',DEVALORISATION
'.@EvaJoly sur l\'écotaxe \"On se prive de moyens pour lutter contre le changement climatique. Ce gouvernement manque de vision\"',DEVALORISATION
'@fdg_helenefr @itele @EvaJoly tout le monde s\' en fou du changement climatique.',MEPRIS
'Suppression de l #écotaxe mais quelle malédiction frappe la France qui s appuie sur la pire des ministres de l #ecologie de son histoire !',DEVALORISATION
'Finalement dans ce pays on ne parle hélas d\'écologie que quand une réforme est abandonnée ou d\'une manière politicienne. Gâchis. #Ecotaxe',DEPLAISIR
'RT @GermainTreill Finalement dans ce pays on ne parle hélas d\'écologie que quand une réforme (cont) http//t.co/81QFZ862q1',DEVALORISATION
'@EvaJoly sur NS plus crédible vous alliez devant chez lui pour une affaire ou il a été blanchi votre haine vous éloigné de l écologie honte',DEVALORISATION
'\"Sénat la corbeille des mariés centristes bien remplie\" Vive le Centre !!! Bravo les ami(e)s et bon courage ! http//t.co/znaUoptJwV',VALORISATION
'Ségolène Royal a raison il faut abandonner l écologie punitive donc fiscaliste et ce au profit de l écologie constructive .',VALORISATION
'En France l\'écologie est un vœu pieux pour un président un peu vieux',APAISEMENT
'@marylinesimone @blabalade @RoyalSegolene @BFMTV @RMCinfo d emplois qui détruisent l\'écosystème reviennent à être payés pour crever au +vite',DEVALORISATION
'Comprends pas pourquoi elle est ministre de l\'écologie...elle non plus il me semble...#BourdinDirect #Segolene',COLERE
'@JJBourdin_RMC Déstabilisé La ministre de l\'écologie! !!',DEVALORISATION
'@sh06000 D\'autant plus qu\'il pleut aujourd\'hui et qu\'au niveau énergie solaire ce sera zéro ! Bon café matinal !',VALORISATION
'Les écologistes se sont félicités de l’interdiction de l’utilisation du sachet plastique approuvé par le conseil... http//t.co/6XWQ7yaHQ1',SATISFACTION
'Un nouveau champ d\'énergie dans notre système solaire est confirmé par les scientifiques. http//t.co/5pPQlPhAnF via @stopmensonges',ACCORD
'La médecine est le pire ennemis de l\'humanité seule l\'écologie nous sauvera.',DEVALORISATION
'LE NOUVEL OBSERVATEUR 20 \% des Français ont du mal à se chauffer http//t.co/TRPDXXdddE #ecologie',DEPLAISIR
'L\'apprentissage de l\'écologie à l\'école n\'est pas un luxe c\'est une nécessité. Elle est bien plus importante que les langues étrangères !',VALORISATION
'#Ecomouv tant qu\'écologie rime en France avec Taxes et Gauche cela ne marchera pas. La fiscalité verte doit être compensée par ailleurs',DEVALORISATION
'J\'attends avec curiosité et impatience la solution alternative à l#Ecotaxe. Si l\'écologie ne doit être punitive elle ne peut être fictive.',PEUR
'Investissements ds les #énergies #renouvelables pr stopper la pauvreté énergétique http//t.co/lqAyvPtbuU http//t.co/tvpQfpqlKb',VALORISATION
'Pourquoi la «neige noire» du Groenland doit nous alarmer http//t.co/Wj3ZThVkJZ via @slatefr',PEUR
'Ségolène #Royal “Une parti des revenus de l’#écotaxe serait allée à une entreprise privée italienne” #écologie #eelv super ta défense #nul',DEVALORISATION
'Nicolas Stern et la lutte contre le réchauffement n\'est pas l\'ennemie de la croissance http//t.co/dZ2aNByvsV via #environnement #ecologie',VALORISATION
'Suspension de l\'écotaxe Ségolène Royal veut faire payer les sociétés d\'autoroute La ministre de l\'Écologie souhaite \"prélever\" sur...',DEVALORISATION
'conscience de paix LE SOLEIL ET LE RÉCHAUFFEMENT CLIMATIQUE http//t.co/M4g691RY4i',APAISEMENT
'Sur le tshirt de mon prof d\'écologie fonctionnelle \"in tartiflette we trust\" enooooorme ?',VALORISATION
'La perception erronée sur la mesure en continu un frein à son d... http//t.co/A1ndmGUOqA #Océans-Mers-Lacs-Zoneshumides #Eau #Pollutions',DEVALORISATION
'La perception erronée sur la mesure en continu un frein à son développement dans les secteurs de l’eau et des... http//t.co/S3GBDd1gvk',DEVALORISATION
'Les chiffres clés concernant les parcs naturels régionaux http//t.co/ghVQ1sYqnE à télécharger sur le site du ministère #devdur',VALORISATION
'Salue la méthode de @Royalsegolene qui prône le dialogue pour une écologie concertée quand @Cecileduflot veut passer en force #Bourdindirect',VALORISATION
'#societe #trading Soitec Silicon inauguration d\'une centrale solaire au Portugal Soi... http//t.co/PUcFqgmwmy http//t.co/NP98td4y7l',VALORISATION
'L être humain a besoin de ces cinq espèces pour survivre mais elles sont en voie de disparition http//t.co/avfKj2udUx via @buzzlyweb',PEUR
'L\'écologie selon La Poste suppressions d\'emplois malaise social et greenwashing - Basta ! http//t.co/xpdR0j53Hq',DEVALORISATION
'Concevoir la #ville de demain en tenant compte de l’évolution du #climat http//t.co/80FOmGNMeS',VALORISATION
'#France Ségolène Royal suspend l\'écotaxe. Réactions des écologistes http//t.co/rn7zZxX288 via @lemondefr',DESACCORD
'Un petit message pour @CecileDuflot pourquoi toujours faire rimer Ecologie et taxes? Vous dégoutez les français de l\'écologie',MEPRIS
'La ministre de l\'Ecologie Ségolène Royal annonce la suspension \"sine die\" de l\'écotaxe http//t.co/vayZ2x7Fi5',DESACCORD
'@FdeRugy @RTL_presse @CecileDuflot @jmaphatie Non voyance ! Future ministre de l\'écologie dans un nouveau gouvernement rose rouge vert ?',MEPRIS
'Pourquoi la «neige noire» du #Groenland doit nous alarmer http//t.co/lwjNLY4veC',PEUR
'.@Michele_SABBAN \"Merci à la start-up française #Buzzcard de nous avoir fourni les badges écologiques pr l\'événement.\" #Road2Paris2015',VALORISATION
'Cécile Duflot ne votera pas le budget 2015 - le Figaro | @scoopit http//t.co/e0Ytx7cvCx',DESACCORD
'J’ai gagné 50565 points à Can Knockdown 3 CENTRALE ÉLECTRIQUE! http//t.co/tZFRtPf2fV http//t.co/MEyZlrUBFA',VALORISATION
'160000 logements anciens rénovés par anle chiffre le plus bas en matière de rénovation qu\'à jamais connue la France #transitionenergetique',VALORISATION
'Nicolas Blanc \"l\'#innovation apporte un cadre au développement durable pour devenir réalité\" @CaissedesDepots #innodurable',VALORISATION
'#Ecosse l’#écologie est sortie gagnante du référendum sur l’indépendance http//t.co/peZVBdNz5v via @KaizenMag #environnement',VALORISATION
'@Anne_Hidalgo La question du changement climatique est un défi vital pour l\'humanité que nous devons relever #Road2Paris2015',VALORISATION
'@zacal33 bravo le développement durable avec toutes ces lumières inutiles !',VALORISATION
'Difficile de taxer les sociétés autoroutières selon Michel Sapin - le Figaro | @scoopit http//t.co/MAr8gmW2ed',DEVALORISATION
'L\'écologie cette valeur de gauche... - Ecotaxe la carte des projets locaux menacés http//t.co/HBARJ3AyyT via @lemondefr',PEUR
'2/2Avoir des ambitions c\'est très bienmais là c\'est le vide sidéral pour les matérialiser! #transitionenergetique #DirectAN #pasalahauteur',VALORISATION
'Les banques s\'invitent dans l\'écosystème du « crowdfunding ». http//t.co/hoO9X9zcOC',VALORISATION
'1/2 @BertrandPancher a @RoyalSegolene \"Cette volée de bois vert vous l\'avez bien mérité\"...',VALORISATION
'SOITEC inauguration d\'une centrale solaire au Portugal http//t.co/z2j8ppQ7Fh',VALORISATION
'@MossiDramane @RFI #Twitter n est pas une poubelleainsi je te prie de bien vouloir faire l économie de tes \"déchets toxiques\"',DEPLAISIR
'VIDEO. Duflot \"Plus personne quand il faut passer aux actes\" L\'ancienne ministre écologiste juge \"désastreu... http//t.co/YndBzFu1VT',DEVALORISATION
'Patrimoine culinaire le #fromage espèce menacée http//t.co/W1tOFGCGCM #sauvonsnosfromages',PEUR
'Suspension écotaxe Royal se justifie devant l\'Assemblée La ministre de l\'Ecologie Ségolène Royal a dû se ju... http//t.co/r3y4JT9kSr',DESACCORD
'@adericbourg tu imagines comment ils prolifèreraient ?! tu tuerais tout l\'écosystème !',COLERE
'#ecologie Environnement \"Si on n\'agit pas on va vers de grandes difficultés\" prévient Cécile Duflot http//t.co/ZgNFmQv8xi',PEUR
'[#LoiRoyal] Les députés ont voté l\'objectif de montée en puissance des énergies renouvelables dans le mix énergétique http//t.co/sJlGXDf1U0',ACCORD
'Le dispositif de labellisation permet d\'établir les fondations du développement durable de la profession http//t.co/VGc2twA7L3 #Management',VALORISATION
'@jdoe72073800 et bien non. Elle avait raison les \"environnementalistes\" ont créé de nouveaux tabous.',DEVALORISATION
'[#LoiRoyal] Les députés ont voté l\'objectif de réduire de 40\% nos émissions de gaz à effet de serre à horizon 2030 http//t.co/FRFzIlfH2J',ACCORD
'1/3 @BertrandPancher \"la forêt est un grand sujet mais pourtant pas une priorité du Gouvernement\" #DirectAN #transitionenergetique',DEVALORISATION
'INTERPOL contre le trafic d\'ivoire... |http//t.co/szAwe11Odf via @bidulou #Biodiversité #Animaux #Ecologie #Chasse #Environnement',DESACCORD
'Les lobbys du transport routier et la FNSEA sont nuisibles aux avancées écologiques et politiques de notre pays. Il faudra les \" détruire\".',DEVALORISATION
'Tous les sacs plastique ne seront pas interdits http//t.co/C4ssXUH68o via @AnimalsAvenue #Environnement #Déchets #Ecologie #Pollution',DEVALORISATION
'[Lorraine (Développement Durable)] Le monde extraordinaire des champignons http//t.co/JiDrpe2mpn',VALORISATION
'@thomassnegaroff Affecté à l\'entretien du réseau routier bravo l\'écologie. @cathyhope2',VALORISATION
'@EvaJoly sur l\'écotaxe \"On se prive de moyens pour lutter contre le changement climatique. Ce gouvernement manque de vision\"\"',DEVALORISATION
'Bienvenue dans la Maison de l’Ecologie Régionale la M.E.R. via @eelvnpdc http//t.co/YPcVejgv5c http//t.co/KAu5IKaSkg',VALORISATION
'@sissen59 les dynamos et éoliennes ne stockent pas l\'énergie produite c\'est domage',TRISTESSE
'Article top sur @bymaddyness Les start-up françaises branchées écologie #cleantech http//t.co/qWoG51N4sa http//t.co/xcT8J98mh1',VALORISATION
'@DinoZorn @libe et alors !!!! ça change quoi au problème !!! faudrait savoir si l\'on veut l\'écologie ou pas !!!',COLERE
'La Ciotat vent debout contre la réouverture du Mentaure http//t.co/YATZmNXCgg',ACCORD
'(2) Elle va taxer les autoroutes qui font toujours raler les Francais. Les écologistes ne pourront pas rivaliser.',COLERE
'France la réduction de la part du #nucléaire de 75\% à 50\% pour 2025 vient d\'être votée. #électricité #écologie',ACCORD
'#DirectAN Adoption art 1 loi #TransitionEnergétique réduction part du nucléaire votée. Première victoire d\'un long combat écologiste !',VALORISATION
'@LCensur @chrislaine33 @RoyalSegolene je n\'ai jamais entendu claironner celaj\'ai tjrs entendu qu\'elle ne voulait pas de Ecologie punitive',DESACCORD
'La r énovation énerg étique à l\'honneur pour la f ête de l\' énergie ! http//t.co/MfdsxbvND1',VALORISATION
'Les banques s’invitent dans l’écosystème du «?#crowdfunding?» Banque - Assurances http//t.co/rs7tKfZWdQ',VALORISATION
'SEnEGAL-ESPAGNE Agriculture et énergies renouvelables » sera au centre du forum économique http//t.co/OrzNhwQ0lu',VALORISATION
'@BertrandPancherGvt à carbonisé l\'éco-prêt à tôt 0 pdt 2 ans et dit vouloir le relancer.On demande à voir #DirectAN #transitionenergetique',VALORISATION
'Le #FRR signataire de la déclaration sur le changement climatique http//t.co/4xU9xporsk',ACCORD
'L\'Allemagne mise sur le développement durable la compétence et l\'innovation #NordFranceConventionBureau #IWeek_NPDC',VALORISATION
'[Solaire] La centrale d\'Alcoutim (129 MWc) équipée de nos systèmes CPV a été inaugurée cette semaine au Portugal http//t.co/5JhD7GwVjB',VALORISATION
'Nucléaire  les députés ont voté une réduction de la production de 75 \% à 50 \% en 2025 http//t.co/OXuL6Blcb8 #ecologie',ACCORD
'Top story Financement participatif Les banques s\'invitent dans l\'écosystème … http//t.co/OayTGFwTPG see more http//t.co/7AUS2KvyyT',VALORISATION
'Intéressant ! http//t.co/R6oQjawnQq #EnR #transitionenergetique #LoiRoyal via @LesEchos',VALORISATION
'Les députés ont voté l\'objectif de réduire de 40\% nos émissions de gaz à effet de serre à horizon 2030 http//t.co/nsHhieDKeB #LoiRoyal',ACCORD
'Energie les députés votent la réduction de la part du nucléaire C\'était une promesse de François Hollande. ... http//t.co/4fHyV7pq9t',ACCORD
'[Solaire] Le Secrétaire d\'Etat à l\'énergie du gvt portugais lors de l\'inauguration d\'Alcoutim http//t.co/QBhTgEXAsX http//t.co/LKy6ksHBIt',VALORISATION
'Suspension de l\'écotaxe Cosse (EELV) scandalisée Emmanuelle Cosse secrétaire nationale d\'Europe Écologie-Le... http//t.co/Mp82Wy2cxk',COLERE
'@AndreChassaigne rappelle que @BertrandPancher est impliqué dans la #transitionenergetique depuis lgtps.Rien de personnel vs @RoyalSegolene',VALORISATION
'J\'ai un José Bové en écologie c\'est génial...',PLAISIR
'@UDI_ecologie il y a un truc qui ne colle pas ..l\'été dernier pdt les pics de pollution aux particules fines ne pouvait provenir chauffage',DEVALORISATION
'@Bourdonclejm ils osent encore ces cons de chasseurs parler d ecologie?j hallucine!Seul l ONF devrait se charger de l ecologie !',COLERE
'Les députés ont voté l\'objectif de montée en puissance des énergies #renouvelables dans le mix énergétique http//t.co/YSNGviXvLY #LoiRoyal',ACCORD
'@UDI_ecologie aucune combustion est propre ...sauf le nucléaire mais ds ce cas précis cest le stockage des déchet qui est polluants ...',DEVALORISATION
'#écologie Chroniques du vivant de François Letourneux et Nathalie Fontrel récompensé par le Prix Le Goût des... http//t.co/sHI9PdNBII',VALORISATION
'Le Centrale électrique solaire était déjà super mais là ilst encore mieux ! http//t.co/8ysFTwIdEB #Gameinsight #Androidgames #Android',VALORISATION
'Intéressant \\\\ “@Bastamag #Gaz de schiste le ministère de l’Ecologie étudie des permis d’exploration http//t.co/kAcWhrkFEL” #shalegas',VALORISATION
'Bonne lecture #Eoliennes https//t.co/xMpsrl0bT7',VALORISATION
'Ségolène Royal veut taxer les profits des sociétés d\'autoroutes VIDÉOS - La ministre de l\'Écologie a enterré ... http//t.co/8cPtFtwStO',DEVALORISATION
'Actualité > En vidéo les villes du futur se construisent sous nos yeux http//t.co/inPFotdV8T',VALORISATION
'L\'#Assemblée vote la réduction de la part du #nucléaire à 50 \% d\'ici 2025 http//t.co/UKh5EjjlPp #environnement #écologie #DirectAN #PS',ACCORD
